coin,rows,start_date,end_date
BTC-USD.csv,37937,2022-01-01 00:00:00,2026-05-01 00:00:00
ETH-USD.csv,37937,2022-01-01 00:00:00,2026-05-01 00:00:00
BCH-USD.csv,37936,2022-01-01 00:00:00,2026-05-01 00:00:00
ATOM-USD.csv,37936,2022-01-01 00:00:00,2026-05-01 00:00:00
AVAX-USD.csv,37936,2022-01-01 00:00:00,2026-05-01 00:00:00
SHIB-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
USDT-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
SOL-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
CRV-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
DOT-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
AAVE-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
LTC-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
LINK-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
UNI-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
QNT-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
IMX-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
ADA-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
ZEC-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
DOGE-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
XLM-USD.csv,37935,2022-01-01 00:00:00,2026-05-01 00:00:00
FIL-USD.csv,37934,2022-01-01 00:00:00,2026-05-01 00:00:00
ICP-USD.csv,37934,2022-01-01 00:00:00,2026-05-01 00:00:00
JASMY-USD.csv,37934,2022-01-01 00:00:00,2026-05-01 00:00:00
FET-USD.csv,37934,2022-01-01 00:00:00,2026-05-01 00:00:00
ALGO-USD.csv,37934,2022-01-01 00:00:00,2026-05-01 00:00:00
XTZ-USD.csv,37934,2022-01-01 00:00:00,2026-05-01 00:00:00
ACH-USD.csv,37933,2022-01-01 00:00:00,2026-05-01 00:00:00
CRO-USD.csv,37933,2022-01-01 00:00:00,2026-05-01 00:00:00
MANA-USD.csv,37932,2022-01-01 00:00:00,2026-05-01 00:00:00
COMP-USD.csv,37931,2022-01-01 00:00:00,2026-05-01 00:00:00
ETC-USD.csv,37931,2022-01-01 00:00:00,2026-05-01 00:00:00
ZRX-USD.csv,37928,2022-01-01 00:00:00,2026-05-01 00:00:00
DASH-USD.csv,37928,2022-01-01 00:00:00,2026-05-01 00:00:00
AXS-USD.csv,37925,2022-01-01 00:00:00,2026-05-01 00:00:00
BAT-USD.csv,37924,2022-01-01 00:00:00,2026-05-01 00:00:00
LRC-USD.csv,37917,2022-01-01 00:00:00,2026-05-01 00:00:00
YFI-USD.csv,37911,2022-01-01 00:00:00,2026-05-01 00:00:00
SPELL-USD.csv,37894,2022-01-01 00:00:00,2026-05-01 00:00:00
SUSHI-USD.csv,37888,2022-01-01 00:00:00,2026-05-01 00:00:00
GRT-USD.csv,37886,2022-01-01 00:00:00,2026-05-01 00:00:00
DAI-USD.csv,37878,2022-01-01 00:00:00,2026-05-01 00:00:00
ANKR-USD.csv,37876,2022-01-01 00:00:00,2026-05-01 00:00:00
AMP-USD.csv,37865,2022-01-01 00:00:00,2026-05-01 00:00:00
SNX-USD.csv,37865,2022-01-01 00:00:00,2026-05-01 00:00:00
ENS-USD.csv,37864,2022-01-01 00:00:00,2026-05-01 00:00:00
FORTH-USD.csv,37846,2022-01-01 00:00:00,2026-05-01 00:00:00
NMR-USD.csv,37833,2022-01-01 00:00:00,2026-05-01 00:00:00
XYO-USD.csv,37813,2022-01-01 00:00:00,2026-05-01 00:00:00
LCX-USD.csv,37802,2022-01-01 00:00:00,2026-05-01 00:00:00
SUPER-USD.csv,37763,2022-01-01 00:00:00,2026-05-01 00:00:00
LPT-USD.csv,37737,2022-01-01 00:00:00,2026-05-01 00:00:00
OGN-USD.csv,37718,2022-01-01 00:00:00,2026-05-01 00:00:00
COTI-USD.csv,37717,2022-01-01 00:00:00,2026-04-30 23:00:00
IOTX-USD.csv,37687,2022-01-01 00:00:00,2026-05-01 00:00:00
API3-USD.csv,37680,2022-01-01 00:00:00,2026-05-01 00:00:00
MLN-USD.csv,37676,2022-01-01 00:00:00,2026-05-01 00:00:00
GODS-USD.csv,37623,2022-01-01 00:00:00,2026-05-01 00:00:00
ASM-USD.csv,37620,2022-01-01 00:00:00,2026-05-01 00:00:00
CGLD-USD.csv,37590,2022-01-01 00:00:00,2026-05-01 00:00:00
TRB-USD.csv,37578,2022-01-01 00:00:00,2026-05-01 00:00:00
AUCTION-USD.csv,37551,2022-01-01 00:00:00,2026-04-30 22:00:00
SKL-USD.csv,37539,2022-01-01 00:00:00,2026-05-01 00:00:00
TRAC-USD.csv,37489,2022-01-01 00:00:00,2026-05-01 00:00:00
CHZ-USD.csv,37483,2022-01-01 00:00:00,2026-05-01 00:00:00
STX-USD.csv,37454,2022-01-20 18:00:00,2026-05-01 00:00:00
PERP-USD.csv,37450,2022-01-01 00:00:00,2026-05-01 00:00:00
CTSI-USD.csv,37389,2022-01-01 00:00:00,2026-05-01 00:00:00
NKN-USD.csv,37275,2022-01-01 00:00:00,2026-05-01 00:00:00
UMA-USD.csv,37266,2022-01-01 00:00:00,2026-05-01 00:00:00
MDT-USD.csv,37241,2022-01-01 00:00:00,2026-05-01 00:00:00
ZEN-USD.csv,37226,2022-01-01 00:00:00,2026-05-01 00:00:00
1INCH-USD.csv,37153,2022-01-01 00:00:00,2026-05-01 00:00:00
FARM-USD.csv,37125,2022-01-01 00:00:00,2026-05-01 00:00:00
OXT-USD.csv,37097,2022-01-01 00:00:00,2026-05-01 00:00:00
LQTY-USD.csv,37093,2022-01-13 18:00:00,2026-05-01 00:00:00
CVC-USD.csv,37074,2022-01-01 00:00:00,2026-05-01 00:00:00
GFI-USD.csv,37043,2022-01-11 20:00:00,2026-05-01 00:00:00
PRO-USD.csv,37035,2022-01-13 18:00:00,2026-05-01 00:00:00
STORJ-USD.csv,37027,2022-01-01 00:00:00,2026-05-01 00:00:00
NCT-USD.csv,37011,2022-01-13 18:00:00,2026-05-01 00:00:00
RLC-USD.csv,36973,2022-01-01 00:00:00,2026-05-01 00:00:00
BLZ-USD.csv,36961,2022-01-01 00:00:00,2026-05-01 00:00:00
BAL-USD.csv,36932,2022-01-01 00:00:00,2026-05-01 00:00:00
RARI-USD.csv,36878,2022-01-01 00:00:00,2026-05-01 00:00:00
ALCX-USD.csv,36858,2022-01-01 00:00:00,2026-04-30 22:00:00
TRU-USD.csv,36831,2022-01-01 00:00:00,2026-04-28 17:00:00
SHPING-USD.csv,36829,2022-01-20 18:00:00,2026-05-01 00:00:00
BAND-USD.csv,36728,2022-01-01 00:00:00,2026-05-01 00:00:00
KNC-USD.csv,36538,2022-01-01 00:00:00,2026-04-30 22:00:00
CTX-USD.csv,36483,2022-01-25 18:00:00,2026-05-01 00:00:00
IDEX-USD.csv,36454,2022-01-01 00:00:00,2026-05-01 00:00:00
AGLD-USD.csv,36437,2022-01-01 00:00:00,2026-05-01 00:00:00
REQ-USD.csv,36351,2022-01-01 00:00:00,2026-04-30 23:00:00
FIDA-USD.csv,36197,2022-02-01 18:00:00,2026-05-01 00:00:00
ORCA-USD.csv,36187,2022-02-01 18:00:00,2026-05-01 00:00:00
SUKU-USD.csv,36174,2022-01-01 00:00:00,2026-05-01 00:00:00
FOX-USD.csv,36112,2022-01-01 00:00:00,2026-05-01 00:00:00
APE-USD.csv,36059,2022-03-17 16:00:00,2026-05-01 00:00:00
BTRST-USD.csv,36032,2022-01-01 00:00:00,2026-05-01 00:00:00
MASK-USD.csv,35913,2022-01-01 00:00:00,2026-05-01 00:00:00
AIOZ-USD.csv,35910,2022-03-08 22:00:00,2026-05-01 00:00:00
DIA-USD.csv,35886,2022-01-25 18:00:00,2026-05-01 00:00:00
BICO-USD.csv,35852,2022-01-01 00:00:00,2026-05-01 00:00:00
ARPA-USD.csv,35593,2022-01-01 00:00:00,2026-04-30 23:00:00
POLS-USD.csv,35556,2022-01-01 00:00:00,2026-05-01 00:00:00
BADGER-USD.csv,35361,2022-01-01 00:00:00,2026-04-30 23:00:00
MKR-USD.csv,35302,2022-01-01 00:00:00,2026-01-12 16:00:00
DNT-USD.csv,35265,2022-01-01 00:00:00,2026-05-01 00:00:00
MINA-USD.csv,35222,2022-04-06 16:00:00,2026-05-01 00:00:00
HIGH-USD.csv,35215,2022-03-08 22:00:00,2026-05-01 00:00:00
ROSE-USD.csv,35153,2022-04-26 16:00:00,2026-05-01 00:00:00
POWR-USD.csv,34877,2022-01-01 00:00:00,2026-04-30 22:00:00
GST-USD.csv,34769,2022-04-28 16:00:00,2026-05-01 00:00:00
GTC-USD.csv,34544,2022-01-01 00:00:00,2026-05-01 00:00:00
EOS-USD.csv,34533,2022-01-01 00:00:00,2025-12-10 19:00:00
INV-USD.csv,34439,2022-01-13 18:00:00,2026-04-30 23:00:00
SAND-USD.csv,34438,2022-05-26 16:00:00,2026-05-01 00:00:00
GMT-USD.csv,34423,2022-04-28 16:00:00,2026-05-01 00:00:00
CLV-USD.csv,34328,2022-01-01 00:00:00,2025-12-10 19:00:00
OP-USD.csv,34289,2022-06-01 01:00:00,2026-05-01 00:00:00
GLM-USD.csv,34125,2022-03-09 00:00:00,2026-05-01 00:00:00
RAD-USD.csv,34077,2022-01-01 00:00:00,2026-04-30 23:00:00
BNT-USD.csv,33862,2022-01-01 00:00:00,2026-04-30 22:00:00
FLOW-USD.csv,33854,2022-05-19 16:00:00,2026-05-01 00:00:00
KSM-USD.csv,33829,2022-06-02 16:00:00,2026-05-01 00:00:00
AERGO-USD.csv,33735,2022-03-08 22:00:00,2026-05-01 00:00:00
XCN-USD.csv,33631,2022-06-28 18:00:00,2026-05-01 00:00:00
PLU-USD.csv,33626,2022-01-25 18:00:00,2026-04-30 23:00:00
ALEPH-USD.csv,33401,2022-06-22 16:00:00,2026-05-01 00:00:00
ALICE-USD.csv,33237,2022-02-24 17:00:00,2026-05-01 00:00:00
KRL-USD.csv,33224,2022-01-01 00:00:00,2026-05-01 00:00:00
MATIC-USD.csv,33179,2022-01-01 00:00:00,2025-10-14 15:00:00
METIS-USD.csv,32945,2022-06-28 19:00:00,2026-05-01 00:00:00
SWFTC-USD.csv,32943,2022-07-21 16:00:00,2026-05-01 00:00:00
WCFG-USD.csv,32822,2022-01-01 00:00:00,2025-11-26 19:00:00
AVT-USD.csv,32800,2022-02-03 19:00:00,2026-04-30 23:00:00
ABT-USD.csv,32254,2022-07-21 17:00:00,2026-05-01 00:00:00
CBETH-USD.csv,32252,2022-08-25 16:00:00,2026-05-01 00:00:00
FORT-USD.csv,32148,2022-06-15 16:00:00,2026-05-01 00:00:00
NEAR-USD.csv,32086,2022-09-01 16:00:00,2026-05-01 00:00:00
HOPR-USD.csv,32043,2022-06-22 16:00:00,2026-04-30 22:00:00
INJ-USD.csv,31552,2022-09-20 16:00:00,2026-05-01 00:00:00
C98-USD.csv,31516,2022-06-07 16:00:00,2026-05-01 00:00:00
MATH-USD.csv,31475,2022-06-22 16:00:00,2026-05-01 00:00:00
HBAR-USD.csv,31078,2022-10-13 16:00:00,2026-05-01 00:00:00
ILV-USD.csv,30973,2022-10-13 16:00:00,2026-05-01 00:00:00
APT-USD.csv,30945,2022-10-19 01:00:00,2026-05-01 00:00:00
BOBA-USD.csv,30928,2022-06-30 16:00:00,2026-04-30 21:00:00
OCEAN-USD.csv,30893,2022-09-08 16:00:00,2026-05-01 00:00:00
CELR-USD.csv,30856,2022-08-16 16:00:00,2026-05-01 00:00:00
POND-USD.csv,30625,2022-06-16 16:00:00,2026-05-01 00:00:00
AURORA-USD.csv,30606,2022-09-06 16:00:00,2026-05-01 00:00:00
RARE-USD.csv,30591,2022-08-02 16:00:00,2026-05-01 00:00:00
TIME-USD.csv,30588,2022-06-23 18:00:00,2026-05-01 00:00:00
LDO-USD.csv,30213,2022-11-17 17:00:00,2026-05-01 00:00:00
CVX-USD.csv,30090,2022-09-08 16:00:00,2026-05-01 00:00:00
HFT-USD.csv,30075,2022-11-07 14:00:00,2026-05-01 00:00:00
PNG-USD.csv,30062,2022-10-06 16:00:00,2026-05-01 00:00:00
ELA-USD.csv,29894,2022-06-22 17:00:00,2026-05-01 00:00:00
ERN-USD.csv,29876,2022-03-08 22:00:00,2025-08-22 18:00:00
AST-USD.csv,29842,2022-06-28 18:00:00,2026-05-01 00:00:00
RNDR-USD.csv,29732,2022-02-03 19:00:00,2025-06-26 18:00:00
EGLD-USD.csv,29649,2022-12-07 17:00:00,2026-05-01 00:00:00
RBN-USD.csv,29639,2022-01-01 00:00:00,2025-06-26 18:00:00
MAGIC-USD.csv,29542,2022-12-08 17:00:00,2026-05-01 00:00:00
MNDE-USD.csv,29366,2022-11-03 16:00:00,2026-05-01 00:00:00
FX-USD.csv,29359,2022-01-01 00:00:00,2025-08-15 18:00:00
INDEX-USD.csv,29200,2022-06-09 16:00:00,2026-04-30 23:00:00
FIS-USD.csv,28982,2022-06-16 16:00:00,2026-05-01 00:00:00
ORN-USD.csv,28953,2022-01-01 00:00:00,2025-05-16 18:00:00
PYR-USD.csv,28937,2022-11-29 17:00:00,2026-05-01 00:00:00
SYN-USD.csv,28795,2022-03-09 00:00:00,2025-06-26 18:00:00
GNO-USD.csv,28583,2022-07-21 17:00:00,2026-04-30 21:00:00
00-USD.csv,28480,2022-10-11 17:00:00,2026-05-01 00:00:00
MPL-USD.csv,28422,2022-01-25 18:00:00,2025-04-30 15:00:00
QI-USD.csv,28274,2022-11-23 17:00:00,2026-05-01 00:00:00
KAVA-USD.csv,28263,2023-01-19 17:00:00,2026-05-01 00:00:00
RPL-USD.csv,27834,2022-12-08 17:00:00,2026-05-01 00:00:00
AXL-USD.csv,27787,2023-02-07 17:00:00,2026-05-01 00:00:00
MUSE-USD.csv,27576,2022-06-23 16:00:00,2025-11-26 19:00:00
ACS-USD.csv,27475,2023-02-15 17:00:00,2026-05-01 00:00:00
PRIME-USD.csv,27300,2023-03-01 19:00:00,2026-05-01 00:00:00
AUDIO-USD.csv,27282,2023-01-26 17:00:00,2026-05-01 00:00:00
ARB-USD.csv,27220,2023-03-23 16:00:00,2026-05-01 00:00:00
FLR-USD.csv,26691,2023-04-14 17:00:00,2026-05-01 00:00:00
GAL-USD.csv,26536,2022-05-05 16:00:00,2025-05-16 18:00:00
BLUR-USD.csv,26269,2023-02-14 18:00:00,2026-05-01 00:00:00
DIMO-USD.csv,26096,2023-04-18 16:00:00,2026-05-01 00:00:00
GYEN-USD.csv,26094,2022-01-01 00:00:00,2025-05-07 15:00:00
LOKA-USD.csv,26065,2022-08-04 16:00:00,2025-12-10 19:00:00
WBTC-USD.csv,25898,2022-01-01 00:00:00,2024-12-19 17:00:00
SUI-USD.csv,25865,2023-05-18 16:00:00,2026-05-01 00:00:00
WAXL-USD.csv,25749,2022-10-25 16:00:00,2026-05-01 00:00:00
VOXEL-USD.csv,25705,2023-02-09 17:00:00,2026-04-30 22:00:00
T-USD.csv,25664,2023-01-26 17:00:00,2026-04-30 21:00:00
SPA-USD.csv,25523,2023-05-03 16:00:00,2026-04-30 22:00:00
DESO-USD.csv,24989,2022-01-01 00:00:00,2024-11-08 19:00:00
PRQ-USD.csv,24849,2022-06-22 16:00:00,2025-05-16 18:00:00
DEXT-USD.csv,24565,2022-06-23 19:00:00,2026-05-01 00:00:00
HNT-USD.csv,24552,2023-07-12 16:00:00,2026-05-01 00:00:00
XRP-USD.csv,24528,2023-07-13 20:00:00,2026-05-01 00:00:00
MSOL-USD.csv,24479,2022-11-03 16:00:00,2026-05-01 00:00:00
OSMO-USD.csv,24093,2023-05-25 16:00:00,2026-05-01 00:00:00
GHST-USD.csv,24019,2022-12-06 17:00:00,2026-05-01 00:00:00
SEI-USD.csv,23740,2023-08-15 16:00:00,2026-05-01 00:00:00
PUNDIX-USD.csv,23308,2022-09-20 16:00:00,2026-04-30 16:00:00
VET-USD.csv,23043,2023-09-13 16:00:00,2026-05-01 00:00:00
PAX-USD.csv,22998,2022-01-01 00:00:00,2026-05-01 00:00:00
VTHO-USD.csv,22914,2023-09-13 16:00:00,2026-04-30 23:00:00
VARA-USD.csv,22622,2023-09-20 18:00:00,2026-05-01 00:00:00
MEDIA-USD.csv,22545,2022-06-28 18:00:00,2025-04-15 18:00:00
BIGTIME-USD.csv,22280,2023-10-12 01:00:00,2026-05-01 00:00:00
COVAL-USD.csv,22168,2022-01-01 00:00:00,2024-07-19 18:00:00
DYP-USD.csv,21983,2022-06-22 16:00:00,2025-01-17 19:00:00
TIA-USD.csv,21866,2023-11-01 18:00:00,2026-05-01 00:00:00
ENJ-USD.csv,21492,2022-01-01 00:00:00,2024-06-14 18:00:00
DAR-USD.csv,21412,2022-06-16 16:00:00,2025-05-16 18:00:00
JTO-USD.csv,21002,2023-12-07 16:00:00,2026-05-01 00:00:00
BONK-USD.csv,20835,2023-12-14 17:00:00,2026-05-01 00:00:00
BIT-USD.csv,20365,2022-06-07 16:00:00,2025-01-06 19:00:00
ONDO-USD.csv,19898,2024-01-22 18:00:00,2026-05-01 00:00:00
HONEY-USD.csv,19771,2024-01-17 17:00:00,2026-05-01 00:00:00
SEAM-USD.csv,19678,2023-12-11 18:00:00,2026-05-01 00:00:00
ZETA-USD.csv,19574,2024-02-01 01:00:00,2026-05-01 00:00:00
AERO-USD.csv,19538,2024-02-06 17:00:00,2026-05-01 00:00:00
RENDER-USD.csv,19323,2024-02-15 17:00:00,2026-05-01 00:00:00
STG-USD.csv,19222,2022-08-04 16:00:00,2026-05-01 00:00:00
VELO-USD.csv,19175,2024-02-06 17:00:00,2026-05-01 00:00:00
STRK-USD.csv,19002,2024-02-21 19:00:00,2026-05-01 00:00:00
UNFI-USD.csv,18703,2022-01-25 18:00:00,2024-04-01 17:00:00
AKT-USD.csv,18530,2024-03-19 16:00:00,2026-05-01 00:00:00
LIT-USD.csv,17953,2022-12-06 17:00:00,2025-05-16 18:00:00
SAFE-USD.csv,17566,2024-04-23 18:00:00,2026-05-01 00:00:00
